loan_status,total_pymnt_inv,int_rate,emp_length,title,delinq_2yrs,total_rec_int,emp_title,mths_since_recent_inq,pub_rec_bankruptcies,open_rv_24m,il_util,num_bc_tl,annual_inc,zip_code,addr_state,dti,mo_sin_old_il_acct,tot_coll_amt,open_il_24m,total_cu_tl,bc_util,mo_sin_old_rev_tl_op,earliest_cr_line,last_credit_pull_d
Paid,512.49,17.09%,10+ years,Credit card refinancing,0,198.08,Firefighter,1,0,11,84,10,105000,737xx,OK,13.6,160,259,2,0,25,35,Aug-2004,Feb-2018
Paid,626.99,9.44%,10+ years,Debt consolidation,1,142.32,Health Care Aide,3,0,3,73,15,34000,906xx,CA,30.43,7,0,1,0,46,327,Sep-1990,Feb-2018
Paid,628.1,9.93%,8 years,Debt consolidation,0,238.36,System Analyst,4,0,1,66,6,94000,801xx,CO,12.45,226,0,1,0,17.4,141,Feb-1999,Feb-2018
Paid,615.69,9.93%,4 years,Debt consolidation,4,225.95,Home Builder Superintendent,NA,0,0,57,10,110000,774xx,TX,11.75,145,37,0,1,57,395,Jan-1985,Feb-2018
Paid,1538.71,28.72%,10+ years,Debt consolidation,0,1152.21,Operator,NA,1,2,72,3,40000,921xx,CA,17.25,135,0,1,0,48.4,358,Feb-1988,Feb-2018
Paid,2222.68,6.08%,3 years,Debt consolidation,0,338.93,Dir of Service Integration,NA,0,1,55,11,125000,808xx,CO,24.47,138,0,1,0,20,276,Dec-1994,Feb-2018
Paid,2626.99,9.44%,6 years,Credit card refinancing,0,128.66,Housekeeping,19,0,5,NA,10,30000,104xx,NY,7.08,NA,0,0,0,18.5,52,Aug-2013,Jan-2018
Paid,102.83,15.05%,2 years,Debt consolidation,0,35.96,Fiscal Specialist,1,1,3,67,8,52000,981xx,WA,11.56,143,0,2,1,2,601,Nov-1967,Dec-2017
Paid,952.29,9.44%,4 years,Credit card refinancing,0,225.28,Owner,NA,0,0,NA,3,120000,200xx,DC,1.24,138,0,0,0,NA,218,Sep-1999,Nov-2017
Paid,605.61,15.05%,4 years,Credit card refinancing,0,204.44,Painter,1,1,3,90,8,56000,983xx,WA,16.25,126,0,2,0,52,126,Jun-2007,Feb-2018
Paid,6817.32,16.02%,2 years,Credit card refinancing,0,284.86,Associate Manager,6,1,5,67,7,111000,920xx,CA,22.1,128,0,5,4,86.7,199,May-2001,Feb-2018
Paid,915.83,7.35%,2 years,Debt consolidation,0,166.15,Service Advisor,NA,1,2,67,7,65000,800xx,CO,16.47,114,0,3,2,2.9,363,Sep-1987,Feb-2018
Paid,480.58,6.08%,3 years,Vacation,0,73.28,human resource manager,NA,0,1,NA,6,45000,107xx,NY,26.56,NA,0,0,0,44.8,209,Jul-2000,Dec-2017
Paid,408.67,16.02%,10+ years,Debt consolidation,0,145.1,owner,2,0,3,74,8,40000,293xx,SC,17.28,87,602,1,0,40.6,138,Jun-2006,Dec-2017
Paid,513.78,11.99%,7 years,Debt consolidation,0,218.35,pressman,6,0,3,68,4,68000,211xx,MD,21.37,101,0,1,2,47.8,95,Nov-2006,Feb-2018
Paid,1436.63,9.93%,10+ years,Debt consolidation,1,527.23,Foreign Affairs Specialist,5,0,5,72,4,136000,220xx,VA,9.32,143,0,1,4,33,137,Jan-2006,Feb-2018
Paid,660.7,13.59%,2 years,Home buying,0,205.05,Clinical Research Associate,NA,0,4,83,26,168000,112xx,NY,10.38,129,0,0,0,66.1,169,Nov-2003,Feb-2018
Paid,737.71,22.91%,5 years,Debt consolidation,1,354.4,Chef,2,0,1,30,7,34000,054xx,VT,21.36,146,0,0,0,80.2,81,Sep-2005,Feb-2018
Paid,1253.98,9.44%,4 years,Debt consolidation,0,284.65,Supervisor,7,0,5,63,3,75000,427xx,KY,13.12,41,0,1,4,1.6,39,Apr-1994,Feb-2018
Paid,113.28,15.05%,4 years,Debt consolidation,2,36.58,Housekeeper,NA,0,4,NA,4,17000,928xx,CA,16.78,151,0,0,0,46.7,65,Apr-2005,Feb-2018
Paid,617.37,10.42%,10+ years,Credit card refinancing,0,157.13,Bus Operator,3,0,26,82,9,45000,302xx,GA,14.29,175,0,3,0,3.5,21,May-2003,Feb-2018
Paid,1463.44,11.99%,< 1 year,Credit card refinancing,0,409.19,Teacher,23,0,2,57,5,75000,433xx,OH,61.1,172,0,0,0,35.7,208,Jul-2000,Nov-2017
Paid,300.38,6.08%,10+ years,Car financing,0,45.8,President,4,1,6,10,15,100000,910xx,CA,19.18,153,0,0,3,4.7,399,Sep-1984,Dec-2017
Paid,472.8,9.93%,5 years,Other,0,38.62,Psychosocial Rehab Case Manager,NA,0,2,100,3,35000,276xx,NC,3.29,154,0,6,1,34.8,126,Feb-2005,Feb-2018
Paid,2120.99,19.03%,10+ years,Debt consolidation,0,862.31,President,0,0,0,NA,13,250000,750xx,TX,21.75,132,0,2,2,92,274,Feb-1995,Feb-2018
Paid,417.4,22.91%,NA,Debt consolidation,0,222.74,NA,6,0,0,92,10,16800,760xx,TX,23.36,118,0,1,0,29.9,140,Apr-2006,Dec-2017
Paid,1291.97,15.05%,10+ years,Credit card refinancing,0,436.14,Tank Attendant,2,0,4,70,4,75000,338xx,FL,24.6,143,300,2,2,97.1,235,May-1998,Feb-2018
Paid,1120.54,20.00%,10+ years,Debt consolidation,0,692.46,Manager,NA,0,1,31,9,49000,671xx,KS,18.91,36,0,1,0,97.1,158,May-2004,Feb-2018
Paid,423.97,6.72%,9 years,Credit card refinancing,0,70.88,Teacher,5,0,0,44,9,60000,816xx,CO,15.8,148,0,2,3,19.4,165,Mar-2004,Feb-2018
Paid,2059.24,10.42%,2 years,Credit card refinancing,0,530.61,Director of Supply Chain,19,0,0,NA,3,150000,080xx,NJ,21.53,166,0,0,2,98.1,367,Jan-1987,Feb-2018
Paid,1650.26,18.06%,10+ years,Debt consolidation,1,665.51,Accountant,1,0,1,50,5,85000,945xx,CA,14.81,116,0,1,1,92.6,254,Oct-1996,Feb-2018
Paid,447.73,21.45%,NA,Credit card refinancing,0,205.2,NA,18,0,0,68,1,30000,220xx,VA,30.2,172,0,1,1,98,38,Apr-2003,Dec-2017
Paid,648.23,10.42%,3 years,Debt consolidation,0,234.45,Senior Consultant,4,0,0,81,8,155000,347xx,FL,14.24,133,0,2,1,75.2,191,Jan-2002,Feb-2018
Paid,495.54,13.59%,8 years,Debt consolidation,0,153.79,Office manager,20,0,1,80,7,36296,730xx,OK,24.7,121,0,3,0,55.1,137,Jul-2006,Feb-2018
Paid,1267.31,9.93%,10+ years,Debt consolidation,0,308.93,"Director, Office of the President",NA,0,0,20,2,94000,200xx,DC,14.96,180,0,0,0,78.7,239,Jan-1998,Feb-2018
Paid,397.93,12.62%,3 years,Credit card refinancing,0,120.54,Structural Designer,1,0,2,NA,2,60000,976xx,OR,11.12,97,0,1,4,92.9,77,Oct-2009,Feb-2018
Paid,713.87,20.00%,10+ years,Credit card refinancing,0,310.84,Mail carrier,3,0,1,79,4,80000,076xx,NJ,16.97,165,890,3,0,82.1,136,Mar-2004,Feb-2018
Paid,1138.56,15.05%,10+ years,Business,0,571.29,WAREHOUSE/DELIVERY,1,0,7,74,13,45000,921xx,CA,23.95,130,0,0,0,3.3,141,Mar-2006,Feb-2018
Paid,609.45,10.42%,10+ years,Debt consolidation,0,150.85,Nail tech,8,0,0,59,2,24000,040xx,ME,76.35,107,3914,1,9,77.4,107,Apr-2008,Dec-2017
Paid,583.71,7.35%,9 years,Medical expenses,0,167.17,Surgical Technician,15,0,1,70,3,40000,594xx,MT,36.21,148,0,1,1,0,220,Aug-1999,Feb-2018
Paid,702.65,10.91%,9 years,Car financing,2,180.99,ceo,8,0,5,78,20,180000,950xx,CA,23.3,123,0,4,0,21.6,197,Jul-2001,Feb-2018
Paid,188.49,7.35%,10+ years,Credit card refinancing,0,20.88,teacher,6,0,1,73,10,48000,244xx,VA,12.03,113,0,2,6,31.8,173,Oct-2002,Feb-2018
Paid,1769,13.59%,3 years,Debt consolidation,0,825.19,Scientist,1,0,6,83,17,208000,919xx,CA,14.74,165,0,4,2,0,155,Mar-2004,Feb-2018
Paid,109.9,7.35%,10+ years,Credit card refinancing,0,19.94,caregiver,9,0,3,80,12,32000,983xx,WA,12.28,31,743,1,0,15.2,188,Apr-2002,Feb-2018
Paid,1563.26,14.08%,6 years,Other,0,748.14,Tech,0,0,0,NA,3,50000,971xx,OR,0.58,118,0,0,0,6.6,166,Feb-2004,Feb-2018
Paid,1015.93,10.42%,6 years,Debt consolidation,0,400.25,Police Officer,12,0,1,NA,6,51000,303xx,GA,6.35,106,0,0,0,38.8,241,Oct-1997,Feb-2018
Unpaid,0,6.08%,5 years,Debt consolidation,0,0,Owner,0,0,1,NA,5,68000,300xx,GA,3.31,156,0,0,0,11.1,371,Jan-1987,Feb-2018
Paid,738.57,28.72%,NA,Debt consolidation,0,553.06,NA,NA,0,1,NA,5,17292,303xx,GA,14.09,24,0,1,0,77.6,133,Nov-2006,Feb-2018
Paid,664.78,14.08%,1 year,Debt consolidation,0,212.47,Director,0,0,1,83,4,125000,334xx,FL,11.52,147,0,2,0,30,239,Jan-1998,Feb-2018
Paid,995.09,10.42%,7 years,Home improvement,1,379.41,Operations Manager,4,0,2,NA,11,99500,907xx,CA,14.92,65,0,0,0,66.6,198,Jun-2001,Feb-2018
Paid,958.76,9.93%,9 years,Debt consolidation,0,237,Communications/Business Analyst,NA,0,0,62,6,66356,303xx,GA,13.02,143,0,0,3,48.7,151,May-2005,Feb-2018
Paid,346.62,17.09%,< 1 year,Debt consolidation,0,132.93,Paraprofessional Special Education,NA,0,2,105,4,19000,921xx,CA,13.16,110,0,4,0,67,34,Oct-2008,Feb-2018
Paid,1160.82,16.02%,NA,Debt consolidation,0,608.22,NA,1,0,5,84,15,37000,189xx,PA,21.34,108,0,2,0,0.7,237,Mar-1998,Feb-2018
Paid,1679.46,7.97%,3 years,Debt consolidation,0,342.26,Registered Nurse ED,NA,0,1,80,6,115000,914xx,CA,26.61,85,0,4,0,84.7,195,Sep-2001,Feb-2018
Paid,332.4,14.08%,NA,Debt consolidation,2,106.23,NA,17,0,1,45,5,32000,913xx,CA,18.27,103,0,1,1,38.6,182,Oct-2002,Feb-2018
Paid,179.81,5.32%,10+ years,Other,0,25.37,Central Load Planner,9,0,1,NA,5,80000,601xx,IL,0.75,130,0,0,2,6.1,243,Sep-1997,Feb-2018
Paid,114.19,18.06%,1 year,Other,0,46.04,Payroll,18,0,0,68,5,45500,956xx,CA,19.05,136,0,0,4,98,177,Mar-2003,Feb-2018
Paid,314.81,9.44%,2 years,Credit card refinancing,0,73.43,Sales agent,5,1,2,77,4,92000,840xx,UT,20.06,138,0,4,11,54.1,66,Jun-2006,Feb-2018
Paid,1051.51,11.99%,10+ years,Debt consolidation,0,460.67,Battalion Chief,NA,0,1,33,7,72000,278xx,NC,20.83,117,0,1,2,72.8,121,Nov-2007,Feb-2018
Paid,366.76,6.72%,< 1 year,Other,0,64.11,Recruiter,16,0,2,65,6,172500,941xx,CA,6.5,133,0,1,0,23.2,161,Jul-2004,Feb-2018
Paid,1589.25,21.45%,10+ years,Debt consolidation,0,700.23,Teacher,10,0,3,113,2,58500,880xx,NM,7.63,137,0,3,0,51.6,26,Jul-2006,Feb-2018
Paid,803.38,20.00%,NA,Debt consolidation,0,486.27,NA,11,1,3,79,6,60000,959xx,CA,31.92,144,0,2,2,42.6,118,Dec-2005,Feb-2018
Paid,611.27,6.72%,2 years,Credit card refinancing,1,106.86,Service manager,8,0,3,85,7,140000,117xx,NY,17.87,146,5752,2,7,46.3,222,Jun-1999,Feb-2018
Paid,232.58,13.59%,10+ years,Other,0,74,Fossil Tech III,NA,0,3,98,3,105000,286xx,NC,5.33,96,0,1,0,69.3,120,Dec-2007,Feb-2018
Paid,732.9,10.91%,9 years,Credit card refinancing,0,289.68,Territory Manager,20,0,3,42,3,102000,773xx,TX,10.75,150,0,0,0,61.5,118,Jun-2005,Feb-2018
Paid,1709.52,7.35%,3 years,Credit card refinancing,0,310.15,Outside Sales Coordinator,5,0,1,NA,6,81120,970xx,OR,5.07,145,0,0,0,38.8,157,Nov-2004,Feb-2018
Paid,755.67,6.72%,10+ years,Debt consolidation,0,100.56,teacher,11,0,3,NA,5,70000,062xx,CT,3.74,137,0,0,0,13.7,285,Mar-1994,Feb-2018
Paid,255.52,10.91%,3 years,Credit card refinancing,0,65.81,Designer,2,1,3,100,5,110000,216xx,MD,11.98,155,0,2,0,31.7,174,Jun-2003,Feb-2018
Paid,464.33,16.02%,2 years,Debt consolidation,0,243.28,Pricing Analyst,4,0,6,81,7,42500,322xx,FL,15.28,109,0,0,8,82.5,236,Apr-1998,Feb-2018
Paid,248.83,7.97%,NA,Other,1,50.71,NA,NA,0,0,83,5,21500,577xx,SD,10.33,141,0,0,2,7.2,421,Jun-1982,Feb-2018
Paid,244.51,6.72%,7 years,Home improvement,0,42.75,Contract Specialist,0,0,5,50,11,96000,328xx,FL,22.13,135,0,0,4,30,295,May-1993,Feb-2018
Paid,444.19,12.62%,10+ years,Debt consolidation,1,202.06,Operator,10,0,1,NA,8,88000,770xx,TX,13.24,109,0,2,1,18.7,116,Apr-2008,Feb-2018
Paid,874.43,15.05%,10+ years,Debt consolidation,0,438.75,Graphic Designer,6,0,2,81,9,91000,787xx,TX,22.26,111,451,5,4,51.8,200,Apr-2001,Feb-2018
Paid,2284.45,12.62%,< 1 year,Credit card refinancing,0,666.35,Senior Grounds Manager,11,1,3,22,3,93000,333xx,FL,19.43,125,0,0,0,93.7,119,Jul-2007,Feb-2018
Paid,349.21,6.72%,4 years,Credit card refinancing,1,46.56,Project coordinator,12,0,2,54,5,65000,801xx,CO,9.84,123,0,0,0,57.3,98,Sep-2007,Feb-2018
Paid,355.74,20.00%,10+ years,Debt consolidation,1,208.33,Night Shift Supervisor,2,0,4,94,2,100000,301xx,GA,15.41,157,0,3,0,96,231,Sep-1998,Feb-2018
Paid,1630.13,12.62%,6 years,Home improvement,2,475.97,RN,1,0,4,50,7,150000,481xx,MI,8.49,127,0,3,1,66.2,182,Oct-2002,Dec-2017
Paid,476.52,9.44%,NA,Credit card refinancing,0,108.17,NA,12,0,2,NA,10,115000,626xx,IL,5.24,194,745,0,0,64.7,121,Oct-2001,Feb-2018
Paid,428.15,11.99%,2 years,Other,0,181.96,Respiratory Therapist,0,0,1,89,3,49000,483xx,MI,8.13,86,0,2,0,1.4,74,Oct-2010,Feb-2018
Paid,331.31,17.09%,6 years,Other,3,123.86,medical front office,13,0,11,NA,10,40000,902xx,CA,7.41,118,0,0,0,4.4,269,Jul-1995,Feb-2018
Paid,121.16,6.08%,7 years,Credit card refinancing,0,19.33,Environmental Engineer,2,0,0,59,2,87437,039xx,ME,3.51,147,0,0,1,9.3,78,Sep-2005,Feb-2018
Paid,409.24,9.44%,10+ years,Credit card refinancing,0,119.58,Manager,1,0,5,11,12,75000,606xx,IL,16.86,54,0,0,0,42.6,169,Dec-2002,Feb-2018
Paid,473.42,11.99%,10+ years,Home improvement,0,137.52,Owner,11,0,2,75,3,44000,782xx,TX,14.18,134,0,1,0,31.9,228,Dec-1998,Feb-2018
Paid,530.26,19.03%,10+ years,Debt consolidation,0,216.29,Billing,12,0,6,80,4,29000,379xx,TN,17.8,135,794,2,12,36,29,Sep-2006,Feb-2018
Paid,384.48,6.08%,10+ years,Medical expenses,0,58.63,Senior Administrator,18,0,1,55,5,45000,337xx,FL,7.57,138,0,1,0,59.6,257,Jul-1996,Feb-2018
Paid,647.88,10.91%,4 years,Credit card refinancing,0,173.63,A Class Fitout,3,0,11,86,7,55000,365xx,AL,14.92,55,1699,1,3,28.3,60,Dec-2012,Feb-2018
Paid,2625.82,23.88%,< 1 year,Credit card refinancing,4,1263.5,Mgr,2,0,2,55,18,115000,070xx,NJ,41.55,217,0,1,3,70.2,284,Mar-1994,Feb-2018
Paid,764.96,30.94%,5 years,Debt consolidation,0,592.23,pharmacy support,6,0,3,83,2,40000,347xx,FL,30.39,261,0,3,2,99,55,Mar-1996,Feb-2018
Paid,2299.59,10.91%,10+ years,Home improvement,1,592.32,CEO,2,0,8,26,15,190000,077xx,NJ,11.48,204,742,0,0,42.7,194,Dec-2000,Feb-2018
Paid,602.53,20.00%,5 years,Medical expenses,0,364.7,LVN,3,0,1,76,1,46000,781xx,TX,7.62,125,0,1,0,13.3,329,Jul-1990,Feb-2018
Paid,355.46,5.32%,10+ years,Debt consolidation,0,48.09,SALES REP,NA,0,2,85,10,50000,631xx,MO,12.03,165,0,0,0,10.5,328,Aug-1990,Feb-2018
Paid,60.58,6.08%,2 years,Other,0,9.66,Warehouse Material Manager,14,0,0,70,0,90000,233xx,VA,20.02,145,0,2,3,NA,288,Dec-1993,Feb-2018
Paid,704.86,10.42%,10+ years,Credit card refinancing,0,268.75,Corporate Controller,4,0,0,88,3,200000,160xx,PA,8.62,145,0,4,0,75.9,146,Oct-2005,Feb-2018
Paid,320.81,6.72%,10+ years,Debt consolidation,0,43.38,court services asst. III,3,1,5,82,15,51000,913xx,CA,8,142,0,1,0,11.6,190,Feb-2002,Feb-2018
Paid,489.53,12.62%,< 1 year,Credit card refinancing,0,142.79,owner,6,1,7,NA,12,25000,483xx,MI,21.84,NA,3500,0,0,51.5,164,Apr-2004,Feb-2018
Paid,1067.97,9.44%,3 years,Debt consolidation,0,182.24,Veterinarian,5,1,6,NA,20,150000,078xx,NJ,5.22,142,50,0,0,45,397,Nov-1984,Feb-2018
Paid,492.57,9.93%,10+ years,Credit card refinancing,0,180.77,Sales,4,0,1,61,16,105000,325xx,FL,11.67,56,0,1,2,19.4,237,Mar-1998,Feb-2018
Paid,2183.2,21.45%,10+ years,Major purchase,1,972.38,plumer,0,0,1,NA,10,85000,330xx,FL,3.77,NA,0,0,0,16.6,135,Sep-2006,Feb-2018
Paid,149.26,21.45%,10+ years,Other,0,68.4,Kitchen Manager,3,0,2,99,8,45000,546xx,WI,26.27,28,0,1,0,95.4,383,Jan-1986,Dec-2017
Paid,126.97,10.42%,5 years,Debt consolidation,0,31.43,Stocker,5,0,2,96,1,20000,468xx,IN,10.92,43,0,3,7,0,163,May-2004,Feb-2018
Paid,388.53,11.99%,3 years,Other,0,108.97,Housekeeping,18,0,2,37,2,20000,021xx,MA,31.63,130,167,1,0,60.1,137,Jul-2006,Feb-2018
Paid,559.69,12.62%,7 years,Debt consolidation,0,163.26,Sales Associate,2,0,2,99,4,13000,967xx,HI,30.93,124,0,6,0,8.2,323,Jan-1991,Feb-2018
Paid,475.92,20.00%,2 years,Debt consolidation,0,207.23,Lead Painter,0,0,7,71,5,107000,982xx,WA,17.86,93,0,1,5,93.4,78,Nov-2007,Feb-2018
Paid,202.95,14.08%,5 years,Debt consolidation,0,67.26,General Utility,11,0,2,82,3,37000,606xx,IL,19.33,118,0,2,1,94.3,196,Aug-2001,Feb-2018
Paid,366.08,20.00%,1 year,Other,1,159.4,Account Executive,4,0,4,76,20,145000,150xx,PA,8.2,158,3615,2,0,11.9,259,May-1996,Feb-2018
Paid,1300.98,12.62%,2 years,Debt consolidation,0,574.62,Administrative,16,1,1,33,6,40000,358xx,AL,19.62,141,0,1,1,61.8,231,Sep-1998,Dec-2017
Paid,694.51,21.45%,10+ years,Debt consolidation,0,447.07,CNA Visiting Nurse,1,0,2,53,11,45000,164xx,PA,23.12,162,5995,0,0,91.5,261,Mar-1996,Feb-2018
Paid,1578.07,11.99%,2 years,Debt consolidation,0,458.04,Head Brewer,3,0,1,58,7,125000,112xx,NY,8.9,91,0,1,0,48.3,170,Oct-2003,Feb-2018
Paid,1321.41,13.59%,10+ years,Major purchase,0,410.12,General Manager,0,0,1,94,3,60000,367xx,AL,9.54,82,0,1,0,26.7,45,Feb-2011,Feb-2018
Paid,2402.88,6.08%,< 1 year,Debt consolidation,0,366.41,Teacher,2,0,1,NA,10,40000,109xx,NY,35.49,145,0,0,0,29.3,389,Jun-1985,Dec-2017
Paid,220.88,17.09%,4 years,Home improvement,0,82.57,City Carrier,4,1,4,93,6,40000,379xx,TN,24.12,71,0,3,6,50.4,124,Aug-2007,Dec-2017
Paid,254.99,18.06%,5 years,Debt consolidation,0,100.23,Inventory Control,1,0,3,70,3,25000,781xx,TX,19.54,176,0,1,0,5,30,Apr-2003,Feb-2018
Paid,195.6,15.05%,7 years,Debt consolidation,0,62.71,support staff,1,1,15,46,13,39000,372xx,TN,23.02,79,0,3,0,22,118,Feb-2008,Feb-2018
Paid,787.37,6.72%,3 years,Debt consolidation,0,131.64,Shipping and Receiving Coordinator,10,0,4,89,5,64000,945xx,CA,18.54,38,0,1,2,46.7,34,Oct-2014,Feb-2018
Paid,1305.4,12.62%,2 years,Other,0,380.77,Filler,13,0,2,88,3,32000,018xx,MA,26.26,155,0,1,1,76.4,32,Jan-2005,Feb-2018
Paid,600.74,6.08%,5 years,Credit card refinancing,1,91.61,nurse practitioner,4,0,2,100,7,90000,612xx,IL,13.29,138,0,3,6,31.4,385,Nov-1985,Feb-2018
Paid,406.97,16.02%,6 years,Debt consolidation,2,145.1,Coordinator/PArent Advocate,5,0,4,93,9,60000,104xx,NY,29.82,228,0,2,3,17.3,224,Dec-1998,Feb-2018
Paid,704.47,17.09%,10+ years,Home improvement,0,272.29,Executive Assistant,17,1,4,58,12,76500,337xx,FL,28.44,136,0,2,2,93.9,188,Nov-1992,Feb-2018
Paid,1071.95,14.08%,3 years,Debt consolidation,0,513.01,Mortgage Banker,8,0,1,76,5,103000,620xx,IL,19.03,138,0,1,0,72.2,194,Oct-2001,Feb-2018
Paid,586.31,12.62%,2 years,Debt consolidation,0,266.72,TECHNICIAN,24,0,0,56,5,74900,434xx,OH,21.54,153,0,1,3,88.9,318,Jun-1991,Feb-2018
Paid,198.57,7.97%,NA,Vacation,0,50.48,NA,8,0,4,NA,11,30000,810xx,CO,2,165,0,0,0,0,160,Mar-2004,Feb-2018
Paid,957.7,26.30%,5 years,Debt consolidation,0,677.02,Medical Technician,1,0,3,69,5,48000,029xx,RI,21.1,99,0,1,0,66,125,Jul-2007,Feb-2018
Paid,67.2,13.59%,10+ years,Home improvement,0,21.63,receptionist,9,0,5,132,4,50000,064xx,CT,5.78,74,0,1,0,53.1,67,Sep-2011,Feb-2018
Paid,735.59,26.30%,10+ years,Debt consolidation,0,520.79,RN Rosm Manager,1,0,3,80,4,63000,382xx,TN,24.88,149,0,4,1,97.6,127,Jul-2005,Feb-2018
Paid,2144.7,20.00%,2 years,Debt consolidation,0,906.42,Legal Secretary,1,0,2,58,9,61080,945xx,CA,16.39,110,0,1,0,56.7,164,Apr-2004,Feb-2018
Paid,738.84,9.93%,4 years,Debt consolidation,0,271.15,Department Supervisor,12,1,10,65,14,75000,130xx,NY,7.41,33,0,1,4,17.3,149,Jul-2005,Feb-2018
Paid,958.76,9.93%,7 years,Vacation,0,237,Principal Software Engineer,7,1,1,78,13,201000,940xx,CA,5.98,143,0,3,0,2.1,234,Jun-1998,Feb-2018
Paid,1201.82,14.08%,2 years,Credit card refinancing,0,389.33,Medical Secretary,13,0,2,75,8,38400,021xx,MA,37.72,126,0,2,2,94,101,Jun-2007,Feb-2018
Paid,236.11,16.02%,3 years,Home improvement,0,86.76,Bellhop,5,0,4,86,7,30400,891xx,NV,22.11,47,242,1,2,54.3,36,Jan-2014,Feb-2018
Paid,627.67,13.59%,NA,Debt consolidation,1,194.81,NA,1,2,5,20,17,32160,953xx,CA,19.78,141,0,1,1,68.2,258,Jun-1996,Feb-2018
Paid,183.04,20.00%,10+ years,Major purchase,0,79.7,Manager,6,0,1,91,5,72000,934xx,CA,10.05,134,0,1,1,28.6,133,Oct-2006,Feb-2018
Paid,1514.15,6.72%,10+ years,Home improvement,1,253.15,CEO,19,0,1,28,6,250000,955xx,CA,4.1,175,0,0,1,24,301,Nov-1992,Feb-2018
Paid,571.13,5.32%,10+ years,Home improvement,0,76.94,Teacher,4,0,1,45,5,117000,124xx,NY,11.13,177,0,3,3,50.6,263,Jan-1996,Feb-2018
Paid,533.01,12.62%,10+ years,Debt consolidation,0,242.47,Design Engineer,NA,0,2,69,8,70000,027xx,MA,34.84,25,0,0,0,73.4,295,May-1993,Feb-2018
Paid,516.42,11.99%,7 years,Home improvement,1,144.69,CNA,4,0,5,83,14,49000,026xx,MA,11.83,151,0,1,2,22.5,158,Oct-2004,Feb-2018
Paid,733.52,6.72%,NA,Home improvement,0,128.23,NA,6,1,3,NA,10,19200,740xx,OK,15.88,126,0,0,0,2.8,414,Jun-1983,Dec-2017
Paid,514.41,19.03%,NA,Debt consolidation,0,199.72,NA,6,1,2,87,3,53000,796xx,TX,29.73,84,0,4,5,61.4,63,Dec-2010,Feb-2018
Paid,731.42,9.44%,< 1 year,Debt consolidation,0,257.74,Substitute Teacher,10,0,1,43,8,42000,295xx,SC,6.54,78,0,1,0,17.1,162,Jun-2004,Feb-2018
Paid,241.62,10.91%,10+ years,Debt consolidation,0,76.37,Aquatic Spray Tech,3,1,2,78,4,32000,329xx,FL,18.18,61,0,1,0,11.8,71,Jan-2012,Feb-2018
Paid,540.66,6.08%,1 year,Credit card refinancing,0,82.44,Accounting and Admin Manager,7,0,0,73,3,66000,907xx,CA,26.97,131,0,2,1,24.7,125,Jan-2007,Feb-2018
Paid,348.51,11.99%,6 years,Debt consolidation,0,101.15,Foreman,2,0,3,62,2,50000,775xx,TX,28.83,86,0,1,0,47.2,32,Oct-2010,Dec-2017
Paid,2379.64,5.32%,10+ years,Debt consolidation,1,320.55,Owner,5,0,0,34,6,400000,785xx,TX,9.14,210,0,2,0,21.5,407,Jan-1984,Feb-2018
Paid,92.32,7.97%,10+ years,Other,0,18.02,Clinical Team Leader,1,0,2,91,3,38400,352xx,AL,21.44,172,0,2,3,10.8,160,Aug-2003,Feb-2018
Paid,1798.31,15.05%,10+ years,Debt consolidation,0,608.2,General Manager,6,1,2,61,7,59900,641xx,MO,27.07,120,0,1,0,35.5,172,Aug-2003,Feb-2018
Paid,908.48,6.72%,2 years,Credit card refinancing,0,151.89,sales rep,1,0,1,28,4,250000,945xx,CA,18.03,127,0,1,0,45.2,567,Sep-1970,Feb-2018
Paid,102.83,15.05%,10+ years,Other,0,35.96,Director of Leadership Giving,NA,0,3,55,8,64000,152xx,PA,37.5,136,0,2,0,99.6,159,Sep-2004,Feb-2018
Paid,824.24,7.35%,< 1 year,Debt consolidation,0,149.54,Bartender,0,0,3,14,10,47000,295xx,SC,19.1,143,1391,0,0,41,200,Apr-2001,Feb-2018
Paid,513.78,11.99%,10+ years,Credit card refinancing,0,218.35,Account Manager,18,0,2,87,7,40000,330xx,FL,17.33,43,0,5,0,25.6,128,Apr-2007,Feb-2018
Paid,1575.55,10.42%,9 years,Credit card refinancing,0,600.73,Resident Engineer,NA,0,0,79,8,91520,123xx,NY,22.66,160,0,2,9,77.4,155,Aug-2004,Feb-2018
Paid,2590.17,11.99%,NA,Home improvement,0,723.44,NA,3,0,2,NA,15,66100,975xx,OR,23.93,85,0,4,8,33.2,570,Jun-1970,Feb-2018
Paid,232.13,12.62%,NA,Debt consolidation,1,70.32,NA,22,1,0,39,4,24000,609xx,IL,37.9,51,0,2,0,42.1,322,Feb-1991,Feb-2018
Paid,321.77,10.42%,4 years,Credit card refinancing,0,82.91,Program Assistant,1,1,9,46,7,49000,802xx,CO,13.89,52,0,2,0,44.6,184,Aug-2002,Feb-2018
Paid,1003.18,9.44%,4 years,Debt consolidation,0,227.72,Household Manager,5,1,2,60,8,34000,442xx,OH,54.54,144,0,2,4,41.8,200,Apr-2001,Feb-2018
Paid,705.72,16.02%,10+ years,Debt consolidation,0,139.47,Shipping,1,0,5,80,5,35000,843xx,UT,32.8,121,1116,1,0,55.4,112,Nov-2007,Feb-2018
